AIRPORT_NAME,STATE,COUNTRY,MONTH_x,AIRPORT_SPIKE,COVID_MONTH,COVID_SPIKE
"Richmond, VA: Richmond International",VIRGINIA,USA,2020-12,0,2021-01,2404253.0
"Rochester, MN: Rochester International",MINNESOTA,USA,2020-12,0,2021-01,2623828.0
"Rochester, NY: Frederick Douglass Grtr Rochester International",NEW YORK,USA,2020-12,0,2021-01,1658696.0
"Rockford, IL: Chicago/Rockford International",ILLINOIS,USA,2020-12,0,2021-01,2637421.0
"Sacramento, CA: Sacramento International",CALIFORNIA,USA,2020-12,23149,2021-01,7028749.0
"Salt Lake City, UT: Salt Lake City International",UTAH,USA,2020-12,32863,2021-01,6094837.0
"San Angelo, TX: San Angelo Regional/Mathis Field",TEXAS,USA,2020-12,0,2021-01,460032.0
"San Antonio, TX: San Antonio International",TEXAS,USA,2020-12,30005,2021-01,5705637.0
"San Diego, CA: San Diego International",CALIFORNIA,USA,2020-12,10923,2021-01,6786729.0
"San Francisco, CA: San Francisco International",CALIFORNIA,USA,2020-12,148993,2021-01,2234504.0
"San Jose, CA: Norman Y. Mineta San Jose International",CALIFORNIA,USA,2020-12,30957,2021-01,5830296.0
"Sanford, FL: Orlando Sanford International",FLORIDA,USA,2020-12,0,2021-01,1765985.0
"Sarasota/Bradenton, FL: Sarasota/Bradenton International",FLORIDA,USA,2020-12,0,2021-01,1557870.0
"Savannah, GA: Savannah/Hilton Head International",GEORGIA,USA,2020-12,0,2021-01,1557063.0
"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",NEBRASKA,USA,2020-12,0,2021-01,338404.0
"Seattle, WA: Lake Union Terminal",WASHINGTON,USA,2020-12,0,2021-01,3708279.0
"Shreveport, LA: Shreveport Regional",LOUISIANA,USA,2020-12,0,2021-01,333483.0
"Sioux Falls, SD: Joe Foss Field",SOUTH DAKOTA,USA,2020-12,0,2021-01,2669434.0
"South Bend, IN: South Bend International",INDIANA,USA,2020-12,0,2021-01,3810804.0
"Spokane, WA: Spokane International",WASHINGTON,USA,2020-12,0,2021-01,1992412.0
"St. Louis, MO: St Louis Lambert International",MISSOURI,USA,2020-12,7594,2021-01,6577070.0
"St. Petersburg, FL: St Pete Clearwater International",FLORIDA,USA,2020-12,0,2021-01,1649361.0
"Syracuse, NY: Syracuse Hancock International",NEW YORK,USA,2020-12,0,2021-01,2623565.0
"Tallahassee, FL: Tallahassee International",FLORIDA,USA,2020-12,0,2021-01,2310508.0
"Tampa, FL: Tampa International",FLORIDA,USA,2020-12,13418,2021-01,4135962.0
"Toledo, OH: Eugene F Kranz Toledo Express",OHIO,USA,2020-12,0,2021-01,2519802.0
"Tucson, AZ: Tucson International",ARIZONA,USA,2020-12,0,2021-01,3424089.0
"Tullahoma, TN: Arnold AFB",TENNESSEE,USA,2020-12,0,2021-01,1023596.0
"Tulsa, OK: Tulsa International",OKLAHOMA,USA,2020-12,0,2021-01,3824126.0
"Twin Falls, ID: Joslin Field - Magic Valley Regional",IDAHO,USA,2020-12,0,2021-01,703930.0
"Waco, TX: Waco Regional",TEXAS,USA,2020-12,0,2021-01,914040.0
"Washington, DC: Ronald Reagan Washington National",DISTRICT OF COLUMBIA,USA,2020-12,2184,2021-01,5290121.0
"West Palm Beach/Palm Beach, FL: Palm Beach International",FLORIDA,USA,2020-12,515,2021-01,3992494.0
"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",TEXAS,USA,2020-12,0,2021-01,1318562.0
"Wichita, KS: Wichita Dwight D Eisenhower National",KANSAS,USA,2020-12,0,2021-01,2620791.0
"Wilmington, NC: Wilmington International",NORTH CAROLINA,USA,2020-12,0,2021-01,1517387.0
"Yakima, WA: Yakima Air Terminal/McAllister Field",WASHINGTON,USA,2020-12,0,2021-01,935815.0
"Yuma, AZ: Yuma MCAS/Yuma International",ARIZONA,USA,2020-12,0,2021-01,1847986.0
"Abilene, TX: Abilene Regional",TEXAS,USA,2021-01,0,2021-02,657820.0
"Akron, OH: Akron-Canton Regional",OHIO,USA,2021-01,0,2021-02,4148242.0
"Albany, NY: Albany International",NEW YORK,USA,2021-01,0,2021-02,2996781.0
"Albuquerque, NM: Albuquerque International Sunport",NEW MEXICO,USA,2021-01,0,2021-02,2807138.0
"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",PENNSYLVANIA,USA,2021-01,0,2021-02,4467156.0
"Amarillo, TX: Rick Husband Amarillo International",TEXAS,USA,2021-01,0,2021-02,1738637.0
"Atlanta, GA: Hartsfield-Jackson Atlanta International",GEORGIA,USA,2021-01,278755,2021-02,4563357.0
"Atlantic City, NJ: Atlantic City International",NEW JERSEY,USA,2021-01,0,2021-02,844405.0
"Augusta, GA: Augusta Regional at Bush Field",GEORGIA,USA,2021-01,0,2021-02,2342470.0
"Austin, TX: Austin - Bergstrom International",TEXAS,USA,2021-01,2093,2021-02,4148294.0
"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",MARYLAND,USA,2021-01,29249,2021-02,3437875.0
"Bangor, ME: Bangor International",MAINE,USA,2021-01,0,2021-02,159819.0
"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",LOUISIANA,USA,2021-01,0,2021-02,47827.0
"Bellingham, WA: Bellingham International",WASHINGTON,USA,2021-01,0,2021-02,295009.0
"Bend/Redmond, OR: Roberts Field",OREGON,USA,2021-01,0,2021-02,701062.0
"Billings, MT: Billings Logan International",MONTANA,USA,2021-01,0,2021-02,736862.0
"Birmingham, AL: Birmingham-Shuttlesworth International",ALABAMA,USA,2021-01,0,2021-02,2340432.0
"Bismarck/Mandan, ND: Bismarck Municipal",NORTH DAKOTA,USA,2021-01,0,2021-02,648041.0
"Boise, ID: Boise Air Terminal",IDAHO,USA,2021-01,0,2021-02,2242871.0
"Boston, MA: Logan International",MASSACHUSETTS,USA,2021-01,92763,2021-02,6193487.0
"Bozeman, MT: Bozeman Yellowstone International",MONTANA,USA,2021-01,0,2021-02,550736.0
"Bristol/Johnson City/Kingsport, TN: Tri Cities",TENNESSEE,USA,2021-01,0,2021-02,2969447.0
"Brownsville, TX: Brownsville South Padre Island International",TEXAS,USA,2021-01,0,2021-02,1018032.0
"Buffalo, NY: Buffalo Niagara International",NEW YORK,USA,2021-01,0,2021-02,1922588.0
"Burbank, CA: Bob Hope",CALIFORNIA,USA,2021-01,0,2021-02,2554104.0
"Burlington, VT: Burlington International",VERMONT,USA,2021-01,0,2021-02,339688.0
"Camp Springs, MD: Joint Base Andrews",MARYLAND,USA,2021-01,0,2021-02,2984245.0
"Casper, WY: Casper/Natrona County International",WYOMING,USA,2021-01,0,2021-02,442428.0
"Cedar Rapids/Iowa City, IA: The Eastern Iowa",IOWA,USA,2021-01,0,2021-02,1538262.0
"Charleston, SC: Charleston AFB/International",SOUTH CAROLINA,USA,2021-01,289,2021-02,1877511.0
"Charlotte, NC: Charlotte Douglas International",NORTH CAROLINA,USA,2021-01,111871,2021-02,11403058.0
"Chattanooga, TN: Lovell Field",TENNESSEE,USA,2021-01,0,2021-02,2218970.0
"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",WYOMING,USA,2021-01,0,2021-02,760221.0
"Chicago, IL: Chicago Midway International",ILLINOIS,USA,2021-01,38854,2021-02,20350434.0
"Cincinnati, OH: Cincinnati/Northern Kentucky International",OHIO,USA,2021-01,2223,2021-02,3634004.0
"Cleveland, OH: Cleveland-Hopkins International",OHIO,USA,2021-01,1767,2021-02,3868761.0
"College Station/Bryan, TX: Easterwood Field",TEXAS,USA,2021-01,39,2021-02,1665900.0
"Colorado Springs, CO: City of Colorado Springs Municipal",COLORADO,USA,2021-01,0,2021-02,87551.0
"Columbia, SC: Columbia Metropolitan",SOUTH CAROLINA,USA,2021-01,0,2021-02,2699836.0
"Columbus, GA: Columbus Airport",GEORGIA,USA,2021-01,0,2021-02,1923798.0
"Columbus, OH: John Glenn Columbus International",OHIO,USA,2021-01,547,2021-02,5183885.0
"Corpus Christi, TX: Corpus Christi International",TEXAS,USA,2021-01,0,2021-02,1684088.0
"Dallas/Fort Worth, TX: Dallas/Fort Worth International",TEXAS,USA,2021-01,306526,2021-02,21200195.0
"Dayton, OH: James M Cox/Dayton International",OHIO,USA,2021-01,0,2021-02,3703786.0
"Daytona Beach, FL: Daytona Beach International",FLORIDA,USA,2021-01,0,2021-02,157974.0
"Denver, CO: Denver International",COLORADO,USA,2021-01,89303,2021-02,4946931.0
"Des Moines, IA: Des Moines International",IOWA,USA,2021-01,0,2021-02,2575144.0
"Detroit, MI: Detroit Metro Wayne County",MICHIGAN,USA,2021-01,56273,2021-02,7721559.0
"Duluth, MN: Duluth International",MINNESOTA,USA,2021-01,0,2021-02,719022.0
"El Paso, TX: El Paso International",TEXAS,USA,2021-01,0,2021-02,3809734.0
"Erie, PA: Erie International/Tom Ridge Field",PENNSYLVANIA,USA,2021-01,0,2021-02,538123.0
"Everett, WA: Snohomish County",WASHINGTON,USA,2021-01,0,2021-02,877820.0
"Fargo, ND: Hector International",NORTH DAKOTA,USA,2021-01,0,2021-02,1493520.0
"Flint, MI: Bishop International",MICHIGAN,USA,2021-01,0,2021-02,2588793.0
"Fort Lauderdale, FL: Fort Lauderdale Executive",FLORIDA,USA,2021-01,996,2021-02,5172096.0
"Fort Myers, FL: Southwest Florida International",FLORIDA,USA,2021-01,4774,2021-02,2875488.0
"Fort Smith, AR: Fort Smith Regional",ARKANSAS,USA,2021-01,0,2021-02,2739861.0
"Fresno, CA: Fresno Yosemite International",CALIFORNIA,USA,2021-01,20772,2021-02,5744740.0
"Gary, IN: Gary/Chicago International",INDIANA,USA,2021-01,0,2021-02,1269407.0
"Grand Forks, ND: Grand Forks International",NORTH DAKOTA,USA,2021-01,0,2021-02,492811.0
"Grand Junction, CO: Grand Junction Regional",COLORADO,USA,2021-01,0,2021-02,681128.0
"Grand Rapids, MI: Gerald R. Ford International",MICHIGAN,USA,2021-01,0,2021-02,2972189.0
"Great Falls, MT: Great Falls International",MONTANA,USA,2021-01,0,2021-02,512057.0
"Green Bay, WI: Green Bay Austin Straubel International",WISCONSIN,USA,2021-01,0,2021-02,4293702.0
"Harlingen/San Benito, TX: Valley International",TEXAS,USA,2021-01,0,2021-02,65575.0
"Harrisburg, PA: Harrisburg International",PENNSYLVANIA,USA,2021-01,0,2021-02,5703602.0
"Hayden, CO: Yampa Valley",COLORADO,USA,2021-01,0,2021-02,475782.0
"Hays, KS: Hays Regional",KANSAS,USA,2021-01,0,2021-02,687685.0
"Houston, TX: George Bush Intercontinental/Houston",TEXAS,USA,2021-01,288438,2021-02,14197998.0
"Huntsville, AL: Huntsville International-Carl T Jones Field",ALABAMA,USA,2021-01,0,2021-02,2923719.0
"Idaho Falls, ID: Idaho Falls Regional",IDAHO,USA,2021-01,0,2021-02,814584.0
"Indianapolis, IN: Indianapolis International",INDIANA,USA,2021-01,1266,2021-02,4360056.0
"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",MISSISSIPPI,USA,2021-01,0,2021-02,2345312.0
"Jacksonville, FL: Jacksonville International",FLORIDA,USA,2021-01,0,2021-02,3844615.0
"Kalamazoo, MI: Kalamazoo/Battle Creek International",MICHIGAN,USA,2021-01,0,2021-02,941157.0
"Kalispell, MT: Glacier Park International",MONTANA,USA,2021-01,0,2021-02,650264.0
"Kanab, UT: Kanab Municipal",UTAH,USA,2021-01,0,2021-02,136933.0
"Kansas City, MO: Kansas City International",MISSOURI,USA,2021-01,1247,2021-02,6353073.0
"Killeen, TX: Robert Gray AAF",TEXAS,USA,2021-01,0,2021-02,825716.0
"Knoxville, TN: McGhee Tyson",TENNESSEE,USA,2021-01,0,2021-02,3612249.0
"Lafayette, IN: Purdue University",INDIANA,USA,2021-01,0,2021-02,1992676.0
"Lake Charles, LA: Lake Charles Regional",LOUISIANA,USA,2021-01,63,2021-02,31977.0
"Laredo, TX: Laredo International",TEXAS,USA,2021-01,0,2021-02,1622874.0
"Las Vegas, NV: Harry Reid International",NEVADA,USA,2021-01,21873,2021-02,6279247.0
"Lexington, KY: Blue Grass",KENTUCKY,USA,2021-01,0,2021-02,1919553.0
"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",ARKANSAS,USA,2021-01,0,2021-02,3408928.0
"Longview, TX: East Texas Regional",TEXAS,USA,2021-01,0,2021-02,1876991.0
"Los Angeles, CA: Los Angeles International",CALIFORNIA,USA,2021-01,342527,2021-02,35294147.0
"Louisville, KY: Louisville Muhammad Ali International",KENTUCKY,USA,2021-01,0,2021-02,5153078.0
"Lubbock, TX: Lubbock Preston Smith International",TEXAS,USA,2021-01,0,2021-02,1933118.0
"Madison, WI: Dane County Regional-Truax Field",WISCONSIN,USA,2021-01,0,2021-02,1868630.0
"Manchester, NH: Manchester Boston Regional",NEW HAMPSHIRE,USA,2021-01,0,2021-02,1106133.0
"Marietta, GA: Dobbins ARB",GEORGIA,USA,2021-01,0,2021-02,6153887.0
"Melbourne, FL: Melbourne Orlando International",FLORIDA,USA,2021-01,0,2021-02,1188559.0
"Memphis, TN: Memphis International",TENNESSEE,USA,2021-01,0,2021-02,6294859.0
"Miami, FL: Miami International",FLORIDA,USA,2021-01,608431,2021-02,11013550.0
"Midland/Odessa, TX: Midland International Air and Space Port",TEXAS,USA,2021-01,0,2021-02,1515583.0
"Milwaukee, WI: General Mitchell International",WISCONSIN,USA,2021-01,0,2021-02,6359089.0
"Minneapolis, MN: Minneapolis-St Paul International",MINNESOTA,USA,2021-01,54822,2021-02,8859173.0
"Minot, ND: Minot International",NORTH DAKOTA,USA,2021-01,0,2021-02,572012.0
"Mission/McAllen/Edinburg, TX: McAllen Miller International",TEXAS,USA,2021-01,0,2021-02,2192375.0
"Mobile, AL: Mobile Regional",ALABAMA,USA,2021-01,0,2021-02,1810566.0
"Moline, IL: Quad Cities International",ILLINOIS,USA,2021-01,0,2021-02,1388605.0
"Montgomery, AL: Montgomery Regional",ALABAMA,USA,2021-01,0,2021-02,3837591.0
"Myrtle Beach, SC: Myrtle Beach International",SOUTH CAROLINA,USA,2021-01,0,2021-02,2264279.0
"Nashville, TN: Nashville International",TENNESSEE,USA,2021-01,1032,2021-02,6637713.0
"New Orleans, LA: Louis Armstrong New Orleans International",LOUISIANA,USA,2021-01,335,2021-02,593955.0
"New York, NY: John F. Kennedy International",NEW YORK,USA,2021-01,555971,2021-02,30738209.0
"Newark, NJ: Newark Liberty International",NEW JERSEY,USA,2021-01,288014,2021-02,11696619.0
"Niagara Falls, NY: Niagara Falls International",NEW YORK,USA,2021-01,0,2021-02,409925.0
"Norfolk, VA: Norfolk International",VIRGINIA,USA,2021-01,0,2021-02,932107.0
"North Platte, NE: North Platte Regional Airport Lee Bird Field",NEBRASKA,USA,2021-01,0,2021-02,460403.0
"Oakland, CA: Metro Oakland International",CALIFORNIA,USA,2021-01,21212,2021-02,4991704.0
"Oklahoma City, OK: Will Rogers World",OKLAHOMA,USA,2021-01,0,2021-02,5075689.0
"Omaha, NE: Eppley Airfield",NEBRASKA,USA,2021-01,0,2021-02,3390636.0
"Ontario, CA: Ontario International",CALIFORNIA,USA,2021-01,6429,2021-02,15725326.0
"Orlando, FL: Orlando International",FLORIDA,USA,2021-01,77478,2021-02,4051939.0
"Palm Springs, CA: Palm Springs International",CALIFORNIA,USA,2021-01,2512,2021-02,573286.0
"Pasco/Kennewick/Richland, WA: Tri Cities",WASHINGTON,USA,2021-01,0,2021-02,778538.0
"Pensacola, FL: Pensacola International",FLORIDA,USA,2021-01,66,2021-02,1970374.0
"Peoria, IL: General Downing - Peoria International",ILLINOIS,USA,2021-01,0,2021-02,3679280.0
"Philadelphia, PA: Philadelphia International",PENNSYLVANIA,USA,2021-01,35733,2021-02,10176368.0
"Phoenix, AZ: Phoenix Sky Harbor International",ARIZONA,USA,2021-01,66542,2021-02,16861191.0
"Pittsburgh, PA: Pittsburgh International",PENNSYLVANIA,USA,2021-01,0,2021-02,7683760.0
"Portland, ME: Portland International Jetport",MAINE,USA,2021-01,0,2021-02,308184.0
"Portland, OR: Portland International",OREGON,USA,2021-01,15348,2021-02,1561953.0
"Providence, RI: Rhode Island Tf Green International",RHODE ISLAND,USA,2021-01,0,2021-02,9862710.0
"Provo, UT: Provo Municipal",UTAH,USA,2021-01,0,2021-02,2820919.0
"Pueblo, CO: Pueblo Memorial",COLORADO,USA,2021-01,0,2021-02,824111.0
"Raleigh/Durham, NC: Raleigh-Durham International",NORTH CAROLINA,USA,2021-01,2431,2021-02,9050826.0
"Rapid City, SD: Rapid City Regional",SOUTH DAKOTA,USA,2021-01,0,2021-02,671709.0
"Reno, NV: Reno/Tahoe International",NEVADA,USA,2021-01,4360,2021-02,1584203.0
"Richmond, VA: Richmond International",VIRGINIA,USA,2021-01,0,2021-02,2825171.0
"Rochester, MN: Rochester International",MINNESOTA,USA,2021-01,0,2021-02,2588792.0
"Rochester, NY: Frederick Douglass Grtr Rochester International",NEW YORK,USA,2021-01,0,2021-02,1802946.0
"Rockford, IL: Chicago/Rockford International",ILLINOIS,USA,2021-01,0,2021-02,2608614.0
"Sacramento, CA: Sacramento International",CALIFORNIA,USA,2021-01,22307,2021-02,7249035.0
"Salt Lake City, UT: Salt Lake City International",UTAH,USA,2021-01,36595,2021-02,6218265.0
"San Angelo, TX: San Angelo Regional/Mathis Field",TEXAS,USA,2021-01,0,2021-02,459593.0
"San Antonio, TX: San Antonio International",TEXAS,USA,2021-01,26197,2021-02,6693959.0
"San Diego, CA: San Diego International",CALIFORNIA,USA,2021-01,9021,2021-02,7233485.0
"San Francisco, CA: San Francisco International",CALIFORNIA,USA,2021-01,135177,2021-02,2330978.0
"San Jose, CA: Norman Y. Mineta San Jose International",CALIFORNIA,USA,2021-01,27829,2021-02,6106962.0
"Sanford, FL: Orlando Sanford International",FLORIDA,USA,2021-01,0,2021-02,1938159.0
"Sarasota/Bradenton, FL: Sarasota/Bradenton International",FLORIDA,USA,2021-01,0,2021-02,1653380.0
"Savannah, GA: Savannah/Hilton Head International",GEORGIA,USA,2021-01,0,2021-02,1679842.0
"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",NEBRASKA,USA,2021-01,0,2021-02,326108.0
"Seattle, WA: Lake Union Terminal",WASHINGTON,USA,2021-01,0,2021-02,3918608.0
"Shreveport, LA: Shreveport Regional",LOUISIANA,USA,2021-01,0,2021-02,373675.0
"Sioux Falls, SD: Joe Foss Field",SOUTH DAKOTA,USA,2021-01,0,2021-02,2532047.0
"South Bend, IN: South Bend International",INDIANA,USA,2021-01,0,2021-02,3772143.0
"Spokane, WA: Spokane International",WASHINGTON,USA,2021-01,0,2021-02,2061840.0
"St. Louis, MO: St Louis Lambert International",MISSOURI,USA,2021-01,10406,2021-02,6486495.0
"St. Petersburg, FL: St Pete Clearwater International",FLORIDA,USA,2021-01,0,2021-02,1772355.0
"Syracuse, NY: Syracuse Hancock International",NEW YORK,USA,2021-01,46,2021-02,2933706.0
"Tallahassee, FL: Tallahassee International",FLORIDA,USA,2021-01,0,2021-02,2452417.0
"Tampa, FL: Tampa International",FLORIDA,USA,2021-01,8498,2021-02,4425190.0
"Toledo, OH: Eugene F Kranz Toledo Express",OHIO,USA,2021-01,0,2021-02,2609770.0
"Tucson, AZ: Tucson International",ARIZONA,USA,2021-01,0,2021-02,3725514.0
"Tullahoma, TN: Arnold AFB",TENNESSEE,USA,2021-01,0,2021-02,1013804.0
"Tulsa, OK: Tulsa International",OKLAHOMA,USA,2021-01,0,2021-02,4095434.0
"Twin Falls, ID: Joslin Field - Magic Valley Regional",IDAHO,USA,2021-01,0,2021-02,680186.0
"Waco, TX: Waco Regional",TEXAS,USA,2021-01,54,2021-02,978246.0
"Washington, DC: Ronald Reagan Washington National",DISTRICT OF COLUMBIA,USA,2021-01,1284,2021-02,5800014.0
"West Palm Beach/Palm Beach, FL: Palm Beach International",FLORIDA,USA,2021-01,425,2021-02,4288283.0
"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",TEXAS,USA,2021-01,0,2021-02,1438006.0
"Wichita, KS: Wichita Dwight D Eisenhower National",KANSAS,USA,2021-01,0,2021-02,2693579.0
"Wilmington, NC: Wilmington International",NORTH CAROLINA,USA,2021-01,0,2021-02,1742179.0
"Yakima, WA: Yakima Air Terminal/McAllister Field",WASHINGTON,USA,2021-01,0,2021-02,966852.0
"Yuma, AZ: Yuma MCAS/Yuma International",ARIZONA,USA,2021-01,0,2021-02,1826870.0
"Abilene, TX: Abilene Regional",TEXAS,USA,2021-02,0,2021-03,731313.0
"Akron, OH: Akron-Canton Regional",OHIO,USA,2021-02,0,2021-03,4886547.0
"Albany, NY: Albany International",NEW YORK,USA,2021-02,0,2021-03,3735223.0
"Albuquerque, NM: Albuquerque International Sunport",NEW MEXICO,USA,2021-02,0,2021-03,3248168.0
"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",PENNSYLVANIA,USA,2021-02,0,2021-03,5423204.0
"Amarillo, TX: Rick Husband Amarillo International",TEXAS,USA,2021-02,0,2021-03,1990504.0
"Atlanta, GA: Hartsfield-Jackson Atlanta International",GEORGIA,USA,2021-02,193711,2021-03,5421964.0
"Atlantic City, NJ: Atlantic City International",NEW JERSEY,USA,2021-02,0,2021-03,1054197.0
"Augusta, GA: Augusta Regional at Bush Field",GEORGIA,USA,2021-02,0,2021-03,2823450.0
"Austin, TX: Austin - Bergstrom International",TEXAS,USA,2021-02,1291,2021-03,4908632.0
"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",MARYLAND,USA,2021-02,20800,2021-03,4110431.0
"Bangor, ME: Bangor International",MAINE,USA,2021-02,0,2021-03,204018.0
"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",LOUISIANA,USA,2021-02,0,2021-03,55246.0
"Bellingham, WA: Bellingham International",WASHINGTON,USA,2021-02,0,2021-03,365439.0
"Bend/Redmond, OR: Roberts Field",OREGON,USA,2021-02,0,2021-03,852842.0
"Billings, MT: Billings Logan International",MONTANA,USA,2021-02,0,2021-03,841161.0
"Birmingham, AL: Birmingham-Shuttlesworth International",ALABAMA,USA,2021-02,0,2021-03,2756927.0
"Bismarck/Mandan, ND: Bismarck Municipal",NORTH DAKOTA,USA,2021-02,0,2021-03,732584.0
"Boise, ID: Boise Air Terminal",IDAHO,USA,2021-02,0,2021-03,2586333.0
"Boston, MA: Logan International",MASSACHUSETTS,USA,2021-02,55663,2021-03,7434907.0
"Bozeman, MT: Bozeman Yellowstone International",MONTANA,USA,2021-02,0,2021-03,648886.0
"Bristol/Johnson City/Kingsport, TN: Tri Cities",TENNESSEE,USA,2021-02,0,2021-03,3543151.0
"Brownsville, TX: Brownsville South Padre Island International",TEXAS,USA,2021-02,0,2021-03,1176632.0
"Buffalo, NY: Buffalo Niagara International",NEW YORK,USA,2021-02,20,2021-03,2381335.0
"Burbank, CA: Bob Hope",CALIFORNIA,USA,2021-02,0,2021-03,2918773.0
"Burlington, VT: Burlington International",VERMONT,USA,2021-02,0,2021-03,458881.0
"Camp Springs, MD: Joint Base Andrews",MARYLAND,USA,2021-02,0,2021-03,3538984.0
"Casper, WY: Casper/Natrona County International",WYOMING,USA,2021-02,0,2021-03,501924.0
"Cedar Rapids/Iowa City, IA: The Eastern Iowa",IOWA,USA,2021-02,0,2021-03,1758122.0
"Charleston, SC: Charleston AFB/International",SOUTH CAROLINA,USA,2021-02,0,2021-03,2297877.0
"Charlotte, NC: Charlotte Douglas International",NORTH CAROLINA,USA,2021-02,89439,2021-03,13755966.0
"Chattanooga, TN: Lovell Field",TENNESSEE,USA,2021-02,0,2021-03,2609033.0
"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",WYOMING,USA,2021-02,0,2021-03,915814.0
"Chicago, IL: Chicago Midway International",ILLINOIS,USA,2021-02,21428,2021-03,23577346.0
"Cincinnati, OH: Cincinnati/Northern Kentucky International",OHIO,USA,2021-02,0,2021-03,4270147.0
"Cleveland, OH: Cleveland-Hopkins International",OHIO,USA,2021-02,1697,2021-03,4574555.0
"College Station/Bryan, TX: Easterwood Field",TEXAS,USA,2021-02,0,2021-03,1988345.0
"Colorado Springs, CO: City of Colorado Springs Municipal",COLORADO,USA,2021-02,0,2021-03,104749.0
"Columbia, SC: Columbia Metropolitan",SOUTH CAROLINA,USA,2021-02,0,2021-03,3304936.0
"Columbus, GA: Columbus Airport",GEORGIA,USA,2021-02,0,2021-03,2251230.0
"Columbus, OH: John Glenn Columbus International",OHIO,USA,2021-02,535,2021-03,6061952.0
"Corpus Christi, TX: Corpus Christi International",TEXAS,USA,2021-02,0,2021-03,1939870.0
"Dallas/Fort Worth, TX: Dallas/Fort Worth International",TEXAS,USA,2021-02,184398,2021-03,25086704.0
"Dayton, OH: James M Cox/Dayton International",OHIO,USA,2021-02,0,2021-03,4290587.0
"Daytona Beach, FL: Daytona Beach International",FLORIDA,USA,2021-02,0,2021-03,195964.0
"Denver, CO: Denver International",COLORADO,USA,2021-02,66715,2021-03,5883242.0
"Des Moines, IA: Des Moines International",IOWA,USA,2021-02,0,2021-03,3001171.0
"Detroit, MI: Detroit Metro Wayne County",MICHIGAN,USA,2021-02,37537,2021-03,9382408.0
"Duluth, MN: Duluth International",MINNESOTA,USA,2021-02,0,2021-03,835641.0
"El Paso, TX: El Paso International",TEXAS,USA,2021-02,571,2021-03,4485892.0
"Erie, PA: Erie International/Tom Ridge Field",PENNSYLVANIA,USA,2021-02,0,2021-03,648975.0
"Everett, WA: Snohomish County",WASHINGTON,USA,2021-02,0,2021-03,1038541.0
"Fargo, ND: Hector International",NORTH DAKOTA,USA,2021-02,0,2021-03,1721182.0
"Flint, MI: Bishop International",MICHIGAN,USA,2021-02,0,2021-03,3143260.0
"Fort Lauderdale, FL: Fort Lauderdale Executive",FLORIDA,USA,2021-02,1120,2021-03,6355142.0
"Fort Myers, FL: Southwest Florida International",FLORIDA,USA,2021-02,1000,2021-03,3441632.0
"Fort Smith, AR: Fort Smith Regional",ARKANSAS,USA,2021-02,0,2021-03,3155168.0
"Fresno, CA: Fresno Yosemite International",CALIFORNIA,USA,2021-02,11588,2021-03,6634349.0
"Gary, IN: Gary/Chicago International",INDIANA,USA,2021-02,0,2021-03,1459518.0
"Grand Forks, ND: Grand Forks International",NORTH DAKOTA,USA,2021-02,0,2021-03,559673.0
"Grand Junction, CO: Grand Junction Regional",COLORADO,USA,2021-02,0,2021-03,799972.0
"Grand Rapids, MI: Gerald R. Ford International",MICHIGAN,USA,2021-02,0,2021-03,3498206.0
"Great Falls, MT: Great Falls International",MONTANA,USA,2021-02,0,2021-03,597371.0
"Green Bay, WI: Green Bay Austin Straubel International",WISCONSIN,USA,2021-02,0,2021-03,4918032.0
"Harlingen/San Benito, TX: Valley International",TEXAS,USA,2021-02,0,2021-03,77598.0
"Harrisburg, PA: Harrisburg International",PENNSYLVANIA,USA,2021-02,0,2021-03,6889434.0
"Hayden, CO: Yampa Valley",COLORADO,USA,2021-02,0,2021-03,577822.0
"Hays, KS: Hays Regional",KANSAS,USA,2021-02,0,2021-03,770922.0
"Houston, TX: George Bush Intercontinental/Houston",TEXAS,USA,2021-02,175186,2021-03,17234325.0
"Huntsville, AL: Huntsville International-Carl T Jones Field",ALABAMA,USA,2021-02,0,2021-03,3392354.0
"Idaho Falls, ID: Idaho Falls Regional",IDAHO,USA,2021-02,0,2021-03,978219.0
"Indianapolis, IN: Indianapolis International",INDIANA,USA,2021-02,1769,2021-03,5002091.0
"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",MISSISSIPPI,USA,2021-02,0,2021-03,2722096.0
"Jacksonville, FL: Jacksonville International",FLORIDA,USA,2021-02,0,2021-03,4493770.0
"Kalamazoo, MI: Kalamazoo/Battle Creek International",MICHIGAN,USA,2021-02,0,2021-03,1122072.0
